id,paper_num,output
102_30,102,"{'perovskite_composition': 'FAPbI 3', 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': 'ISOSL', 'passivating_molecule': 'lead iodide', 'humidity': 20.0, 'temperature': None, 'time': 720.0, 'control_pce': None, 'treated_pce': 20.7, 'control_voc': None, 'treated_voc': 1.11, 'efficiency_control': None, 'efficiency_tret': 80.0}, 'test_2': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': 30.0, 'temperature': None, 'time': 1.6, 'control_pce': 17.2, 'treated_pce': 21.4, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 92.0}}"
103_35,103,"{'perovskite_composition': '(FAPbI3)0.95(MAPbBr3)0.05', 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSO', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 600.0, 'control_pce': None, 'treated_pce': 23.7, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.0}, 'test_2': {'stability_type': None, 'passivating_molecule': None, 'humidity': 85.0, 'temperature': 25.0, 'time': None, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.0, 'efficiency_cont': 4.0}, 'test_3': {'stability_type': 'ISOST', 'passivating_molecule': None, 'humidity': 25.0, 'temperature': 150.0, 'time': None, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.0, 'efficiency_cont': 20.0}}"
104_30,104,"{'perovskite_composition': 'MAPbBr 3', 'electron_transport_layer': 'tin dioxide', 'hole_transport_layer': None, 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 3600.0, 'control_pce': None, 'treated_pce': 25.2, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 100.0}, 'test_2': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 500.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 80.0}}"
105_26,105,"{'perovskite_composition': None, 'electron_transport_layer': 'titanium oxynitride', 'hole_transport_layer': None, 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': 'ISOSL', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 250.0, 'control_pce': 20.2, 'treated_pce': 22.8, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 98.7, 'efficiency_cont': 96.5}, 'test_2': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': 85.0, 'temperature': 85.0, 'time': None, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': None}}"
106_43,106,"{'perovskite_composition': None, 'electron_transport_layer': 'C60', 'hole_transport_layer': None, 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': 85.0, 'time': 1000.0, 'control_pce': 18.8, 'treated_pce': 22.0, 'control_voc': None, 'treated_voc': 1.2, 'efficiency_control': None, 'efficiency_tret': 92.0}, 'test_2': {'stability_type': 'ISOSL', 'passivating_molecule': None, 'humidity': 75.0, 'temperature': None, 'time': 1100.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.0, 'efficiency_cont': 50.0}}"
107_14,107,"{'perovskite_composition': 'FAPbI 3', 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': None, 'passivating_molecule': None, 'humidity': '50-60', 'temperature': None, 'time': 1000.0, 'control_pce': 15.3, 'treated_pce': 21.2, 'control_voc': 1.05, 'treated_voc': 1.12, 'efficiency_control': None, 'efficiency_tret': 91.0}}"
108_27,108,"{'perovskite_composition': '(FAPbI3)0.97(MC)0.03', 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': 'ISOST', 'passivating_molecule': None, 'humidity': '15-25', 'temperature': 85.0, 'time': 1300.0, 'control_pce': None, 'treated_pce': 24.4, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 80.0}, 'test_1_2': {'stability_type': 'ISOST', 'passivating_molecule': None, 'humidity': '15-25', 'temperature': 150.0, 'time': 20.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 80.0, 'efficiency_cont': 60.0}, 'test_2': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 400.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.0}}"
109_30,109,"{'perovskite_composition': None, 'electron_transport_layer': 'polyacrylic acid-stabilized tin(IV) oxide quantum dots', 'hole_transport_layer': 'Spiro-OMeTAD', 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': 'ISOSL', 'passivating_molecule': None, 'humidity': 25.0, 'temperature': 25.0, 'time': 1000.0, 'control_pce': None, 'treated_pce': 25.7, 'control_voc': None, 'treated_voc': 1.17, 'efficiency_control': None, 'efficiency_tret': 80.0, 'efficiency_cont': 40.0}, 'test_2': {'stability_type': 'ISOSL', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 700.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 45.0}}"
110_24,110,"{'perovskite_composition': 'FAPbI3', 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSD', 'passivating_molecule': 'formate', 'humidity': 20.0, 'temperature': 25.0, 'time': 1000.0, 'control_pce': 23.9, 'treated_pce': 25.5, 'control_voc': 1.15, 'treated_voc': 1.18, 'efficiency_control': None, 'efficiency_tret': 90.0, 'efficiency_cont': 65.0}, 'test_2': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': 20.0, 'temperature': 60.0, 'time': 1000.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 80.0, 'efficiency_cont': 40.0}, 'test_3': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': 35.0, 'time': 450.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 85.0, 'efficiency_cont': 70.0}}"
111_28,111,"{'perovskite_composition': 'FAPbI 3', 'electron_transport_layer': 'Titanium dioxide', 'hole_transport_layer': None, 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 2000.0, 'control_pce': None, 'treated_pce': 19.6, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 100.0, 'efficiency_cont': 60.0}}"
112_28,112,"{'perovskite_composition': 'MA0.7FA0.3PbI3', 'electron_transport_layer': 'C60', 'hole_transport_layer': 'PTAA', 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': '60+-10', 'temperature': 65.0, 'time': 1000.0, 'control_pce': 21.8, 'treated_pce': 23.0, 'control_voc': 1.14, 'treated_voc': 1.17, 'efficiency_control': None, 'efficiency_tret': 100.0, 'efficiency_cont': 60.0}}"
113_29,113,"{'perovskite_composition': 'Cl-contained FAPbI3', 'electron_transport_layer': 'Cl-bonded SnO 2', 'hole_transport_layer': None, 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': 'ISOSL1', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 500.0, 'control_pce': None, 'treated_pce': 25.5, 'control_voc': None, 'treated_voc': 1.18, 'efficiency_control': None, 'efficiency_tret': 90.0}}"
114_50,114,"{'perovskite_composition': 'Cs 0.05(FA0.95MA0.05)0.95Pb(I0.95Br0.05)3', 'electron_transport_layer': 'C60', 'hole_transport_layer': 'poly(triarylamine)', 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': None, 'passivating_molecule': 'Piperazinium Diiodide', 'humidity': '55+-5', 'temperature': 25.0, 'time': None, 'control_pce': 20.7, 'treated_pce': 21.9, 'control_voc': 1.06, 'treated_voc': 1.13, 'efficiency_control': None, 'efficiency_tret': 93.0, 'efficiency_cont': 40.0}, 'test_2': {'stability_type': 'ISOSLT', 'passivating_molecule': 'piperazinium iodide', 'humidity': None, 'temperature': None, 'time': 200.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.0, 'efficiency_cont': 87.0}}"
115_59,115,"{'perovskite_composition': None, 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': None, 'test_2': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 2000.0, 'control_pce': None, 'treated_pce': 24.0, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 95.0, 'efficiency_cont': 80.0}, 'test_1': {'stability_type': 'ISOSD2', 'passivating_molecule': None, 'humidity': None, 'temperature': 85.0, 'time': 2184.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 95.2, 'efficiency_cont': 75.8}}"
116_46,116,"{'perovskite_composition': 'FAPbI 3', 'electron_transport_layer': None, 'hole_transport_layer': 'Spiro[OMeTAD-3-fluorophenyl]', 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': None, 'passivating_molecule': 'Titanium dioxide', 'humidity': 50.0, 'temperature': None, 'time': 500.0, 'control_pce': 23.2, 'treated_pce': 24.8, 'control_voc': 1.15, 'treated_voc': 1.18, 'efficiency_control': None, 'efficiency_tret': 87.0, 'efficiency_cont': 60.0}}"
117_76,117,"{'perovskite_composition': 'FAPbI 3', 'electron_transport_layer': 'Titanium dioxide', 'hole_transport_layer': 'ion-modulated radical doping Spiro-OMeTAD', 'structure_pin_nip': None, 'test_1': {'stability_type': None, 'passivating_molecule': None, 'humidity': '70+-5', 'temperature': None, 'time': 1200.0, 'control_pce': None, 'treated_pce': 25.0, 'control_voc': 1.15, 'treated_voc': 1.04, 'efficiency_control': None, 'efficiency_tret': 80.0}, 'test_2': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': '70+-3', 'time': 800.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 80.0}, 'test_3': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 500.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 95.0, 'efficiency_cont': 85.0}}"
118_62,118,"{'perovskite_composition': 'FA0.8Cs0.2Pb(I0.7Br0.3)3', 'electron_transport_layer': None, 'hole_transport_layer': 'Spiro-OMeTAD', 'structure_pin_nip': None, 'test_1': {'stability_type': None, 'passivating_molecule': 'Butylammonium bromide', 'humidity': None, 'temperature': None, 'time': 516.0, 'control_pce': 16.1, 'treated_pce': 18.0, 'control_voc': 1.21, 'treated_voc': 1.26, 'efficiency_control': None, 'efficiency_tret': 91.0, 'efficiency_cont': 6.0}}"
119_69,119,"{'perovskite_composition': None, 'electron_transport_layer': None, 'hole_transport_layer': 'bis(trifluoromethane)sulfonimide lithium salt/4-tert-butylpyridine (LiTFSI/tBP)doped poly(triarylamine)', 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': 85.0, 'time': 1000.0, 'control_pce': 20.5, 'treated_pce': 24.0, 'control_voc': 1.09, 'treated_voc': 1.14, 'efficiency_control': None, 'efficiency_tret': 92.0}, 'test_2': {'stability_type': 'ISOST', 'passivating_molecule': None, 'humidity': None, 'temperature': 120.0, 'time': None, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 95.0, 'efficiency_cont': 55.0}, 'test_3': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': 50.0, 'temperature': None, 'time': 576.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.0, 'efficiency_cont': 40.0}}"
120_51,120,"{'perovskite_composition': '(FA0.98MA0.02)0.95Cs0.05Pb(I0.95Br0.02)3', 'electron_transport_layer': 'C60', 'hole_transport_layer': 'poly(triaryl amine)', 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': 'ferrocenyl-bis-thiophene-2-carboxylate', 'humidity': None, 'temperature': None, 'time': 1500.0, 'control_pce': 23.0, 'treated_pce': 25.0, 'control_voc': 1.13, 'treated_voc': 1.18, 'efficiency_control': None, 'efficiency_tret': 0.72}}"
121_24,121,"{'perovskite_composition': None, 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 600.0, 'control_pce': None, 'treated_pce': 26.0, 'control_voc': None, 'treated_voc': 1.17, 'efficiency_control': None, 'efficiency_tret': 88.0}}"
122_29,122,"{'perovskite_composition': 'FAPbI 3', 'electron_transport_layer': 'tin dioxide', 'hole_transport_layer': 'Spiro-OMeTAD', 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 1000.0, 'control_pce': None, 'treated_pce': 25.6, 'control_voc': None, 'treated_voc': 1.18, 'efficiency_control': None, 'efficiency_tret': 96.0}, 'test_2': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': None, 'temperature': 85.0, 'time': 500.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 80.0, 'efficiency_cont': 50.0}}"
123_24,123,"{'perovskite_composition': '(FAPbI3)0.95(MAPbBr3)0.05', 'electron_transport_layer': 'C60', 'hole_transport_layer': 'P3CT-N', 'structure_pin_nip': None, 'test_1': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': 85.0, 'time': 2200.0, 'control_pce': 21.8, 'treated_pce': 24.3, 'control_voc': 1.09, 'treated_voc': 1.19, 'efficiency_control': None, 'efficiency_tret': 91.8, 'efficiency_cont': 73.2}, 'test_2': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': '55+-5', 'time': 1000.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.5, 'efficiency_cont': 77.6}}"
124_59,124,"{'perovskite_composition': 'Cs 0.05(FA0.98MA0.02)0.95Pb(I0.98Br0.02)3', 'electron_transport_layer': 'PC 61 BM', 'hole_transport_layer': 'MeO-2PACz', 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': 25.0, 'time': None, 'control_pce': 22.3, 'treated_pce': 24.6, 'control_voc': None, 'treated_voc': 1.18, 'efficiency_control': None, 'efficiency_tret': 93.0, 'efficiency_cont': 84.0}, 'test_2': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': 75.0, 'time': 1000.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 88.0, 'efficiency_cont': 56.0}, 'test_3_2': {'stability_type': 'ISOST', 'passivating_molecule': None, 'humidity': None, 'temperature': 60.0, 'time': None, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 88.7, 'efficiency_cont': 63.0}, 'test_3': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': 80.0, 'time': None, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 98.9, 'efficiency_cont': 75.6}}"
125_59,125,"{'perovskite_composition': 'Cs0.1FA0.9PbI3', 'electron_transport_layer': 'tin dioxide', 'hole_transport_layer': 'Spiro-OMeTAD', 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': None, 'temperature': '45+-5', 'time': 1750.0, 'control_pce': 20.9, 'treated_pce': 23.4, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 80.0}, 'test_3': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 960.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 80.0}, 'test_2_2': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': 85.0, 'time': 500.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 89.0}, 'test_2': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': '65+-5', 'time': None, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 91.0}}"
126_45,126,"{'perovskite_composition': 'FAPbI 3', 'electron_transport_layer': 'tin dioxide', 'hole_transport_layer': 'Spiro-OMeTAD', 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': 'lead oxalate', 'humidity': None, 'temperature': None, 'time': 550.0, 'control_pce': 23.4, 'treated_pce': 25.3, 'control_voc': 1.16, 'treated_voc': 1.18, 'efficiency_control': None, 'efficiency_tret': 92.0, 'efficiency_cont': 60.0}}"
127_31,127,"{'perovskite_composition': None, 'electron_transport_layer': 'C60', 'hole_transport_layer': 'poly(triarylamine)', 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': 'zinc-based halogenometallate', 'humidity': None, 'temperature': None, 'time': 1009.0, 'control_pce': None, 'treated_pce': 24.1, 'control_voc': None, 'treated_voc': 1.19, 'efficiency_control': None, 'efficiency_tret': 94.5}}"
128_41,128,"{'perovskite_composition': 'Cs0.05FA0.95PbI3', 'electron_transport_layer': 'PCBM', 'hole_transport_layer': 'poly(triarylamine)', 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOST1', 'passivating_molecule': None, 'humidity': None, 'temperature': '55+-5', 'time': 1500.0, 'control_pce': 21.7, 'treated_pce': 25.1, 'control_voc': 1.12, 'treated_voc': 1.15, 'efficiency_control': None, 'efficiency_tret': 98.0, 'efficiency_cont': 78.0}, 'test_2': {'stability_type': 'ISOST1', 'passivating_molecule': None, 'humidity': 85.0, 'temperature': 85.0, 'time': 1200.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 92.0}}"
129_105,129,"{'perovskite_composition': None, 'electron_transport_layer': 'C60', 'hole_transport_layer': '(2,7-Dimethoxy-9H-carbazol-9-yl)methyl phosphonic acid', 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': '65+-5', 'time': 1200.0, 'control_pce': None, 'treated_pce': 24.8, 'control_voc': None, 'treated_voc': 1.19, 'efficiency_control': None, 'efficiency_tret': 98.0, 'efficiency_cont': 70.0}, 'test_2': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 500.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.0, 'efficiency_cont': 30.0}}"
130_23,130,"{'perovskite_composition': None, 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSL3', 'passivating_molecule': None, 'humidity': None, 'temperature': '30+-3', 'time': 1000.0, 'control_pce': 18.9, 'treated_pce': 20.4, 'control_voc': 1.13, 'treated_voc': 1.18, 'efficiency_control': None, 'efficiency_tret': 95.0, 'efficiency_cont': 70.0}, 'test_2': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': '85+-5', 'temperature': '65+-3', 'time': 500.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 82.0, 'efficiency_cont': 63.0}}"
131_43,131,"{'perovskite_composition': None, 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': 85.0, 'time': 1000.0, 'control_pce': 23.0, 'treated_pce': 25.5, 'control_voc': 1.13, 'treated_voc': 1.19, 'efficiency_control': None, 'efficiency_tret': 98.0}}"
132_60,132,"{'perovskite_composition': 'Cs0.05(FAPbI3)0.85(MAPbBr3)0.15', 'electron_transport_layer': None, 'hole_transport_layer': 'DDT-treated spiro-OMeTAD', 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': 50.0, 'temperature': None, 'time': 430.0, 'control_pce': 22.7, 'treated_pce': 23.1, 'control_voc': 1.17, 'treated_voc': 1.19, 'efficiency_control': None, 'efficiency_tret': 97.0, 'efficiency_cont': 68.0}, 'test_2': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': '50-85', 'time': None, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 95.0}, 'test_3': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 2000.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 93.0, 'efficiency_cont': 10.0}}"
133_54,133,"{'perovskite_composition': 'Cs0.05FA0.9MA0.05Pb(I0.95Br0.05)3', 'electron_transport_layer': 'C60', 'hole_transport_layer': 'Me-4PACz', 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': 'sodium thioglycolate', 'humidity': None, 'temperature': None, 'time': 900.0, 'control_pce': 22.5, 'treated_pce': 24.2, 'control_voc': 1.14, 'treated_voc': 1.19, 'efficiency_control': None, 'efficiency_tret': 96.0}}"
134_28,134,"{'perovskite_composition': 'FA0.98MA0.02Pbl3', 'electron_transport_layer': None, 'hole_transport_layer': 'Spiro-OMeTAD', 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': 85.0, 'temperature': 85.0, 'time': 300.0, 'control_pce': None, 'treated_pce': 25.0, 'control_voc': None, 'treated_voc': 1.17, 'efficiency_control': None, 'efficiency_tret': 85.0, 'efficiency_cont': 60.0}, 'test_2': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': 20.0, 'temperature': '25+-5', 'time': 2000.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 97.0, 'efficiency_cont': 68.0}, 'test_1_2': {'stability_type': 'ISOSLT', 'passivating_molecule': None, 'humidity': None, 'temperature': '50+-5', 'time': 500.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 96.0, 'efficiency_cont': 65.0}, 'test_3': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': 85.0, 'temperature': 85.0, 'time': 260.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 85.0}}"
135_41,135,"{'perovskite_composition': None, 'electron_transport_layer': 'C60', 'hole_transport_layer': '11-dimethoxy-7H-dibenzo[c,4-(3,g]carbazol-7-yl)butyl)phosphonic acid', 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': '4-trifluorophenylethylammonium iodide', 'humidity': None, 'temperature': 25.0, 'time': 1200.0, 'control_pce': None, 'treated_pce': 25.6, 'control_voc': None, 'treated_voc': 1.19, 'efficiency_control': None, 'efficiency_tret': 85.0}, 'test_2_2': {'stability_type': 'ISOSL2', 'passivating_molecule': None, 'humidity': None, 'temperature': 85.0, 'time': 1200.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 65.0}, 'test_1_2': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': 85.0, 'time': 800.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 53.0}, 'test_2': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': 65.0, 'time': None, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 85.0}, 'test_3': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': 65.0, 'time': None, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.0}, 'test_3_2': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': 85.0, 'time': 1200.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 74.0}}"
136_73,136,"{'perovskite_composition': 'Cs0.05(FA0.95MA0.05)0.95Pb(I0.95Br0.05)3', 'electron_transport_layer': 'C60', 'hole_transport_layer': '[2-(9H-carbazol-9yl)ethyl]phosphonic acid', 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSL1', 'passivating_molecule': None, 'humidity': '30-40', 'temperature': 45.0, 'time': 2000.0, 'control_pce': None, 'treated_pce': 23.4, 'control_voc': None, 'treated_voc': 1.17, 'efficiency_control': None, 'efficiency_tret': 90.0}, 'test_2': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': 85.0, 'temperature': 85.0, 'time': 500.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 95.0}}"
137_48,137,"{'perovskite_composition': None, 'electron_transport_layer': 'C60', 'hole_transport_layer': None, 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOSD2', 'passivating_molecule': '3-diammonium iodide,propane-1', 'humidity': None, 'temperature': 85.0, 'time': 1600.0, 'control_pce': None, 'treated_pce': 26.4, 'control_voc': None, 'treated_voc': 1.17, 'efficiency_control': None, 'efficiency_tret': 95.0, 'efficiency_cont': 84.0}, 'test_2': {'stability_type': 'ISOSL3', 'passivating_molecule': None, 'humidity': 50.0, 'temperature': 65.0, 'time': 2000.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 96.0, 'efficiency_cont': 70.0}}"
138_31,138,"{'perovskite_composition': 'Cs0.05MA0.10FA0.85PbI3', 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': 'ISOSL3', 'passivating_molecule': None, 'humidity': 50.0, 'temperature': 65.0, 'time': 1000.0, 'control_pce': None, 'treated_pce': 25.3, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 95.0}}"
