first_num,id,text,memory,output,second_num
123,123_24,"			 of 4 RESEARCH | REPORT Downloaded from https://www.science.org at University of California San Diego on November 07, 2024","{""perovskite_composition"": ""(FAPbI3)0.95(MAPbBr3)0.05"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""P3CT-N"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": ""2200"", ""control_pce"": ""21.8"", ""treated_pce"": ""24.3"", ""control_voc"": ""1.09"", ""treated_voc"": ""1.19"", ""efficiency_cont"": ""73.2"", ""efficiency_tret"": ""91.8""}, ""test_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""55+-5"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""77.6"", ""efficiency_tret"": ""90.5""}}","{""perovskite_composition"": ""(FAPbI3)0.95(MAPbBr3)0.05"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""P3CT-N"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": ""2200"", ""control_pce"": ""21.8"", ""treated_pce"": ""24.3"", ""control_voc"": ""1.09"", ""treated_voc"": ""1.19"", ""efficiency_cont"": ""73.2"", ""efficiency_tret"": ""91.8""}, ""test_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""55+-5"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""77.6"", ""efficiency_tret"": ""90.5""}}",24
124,124_59,"			 of 6 RESEARCH | RESEARCH ARTICLE Downloaded from https://www.science.org at University of California San Diego on November 07, 2024","{""perovskite_composition"": ""Cs 0.05(FA0.98MA0.02)0.95Pb(I0.98Br0.02)3"", ""electron_transport_layer"": ""PC 61 BM"", ""hole_transport_layer"": ""MeO-2PACz"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""25"", ""time"": null, ""control_pce"": ""22.3"", ""treated_pce"": ""24.6"", ""control_voc"": null, ""treated_voc"": ""1.18"", ""efficiency_cont"": ""84"", ""efficiency_tret"": ""93""}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""75"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""56"", ""efficiency_tret"": ""88""}, ""test_3_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""60"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""63"", ""efficiency_tret"": ""88.7""}, ""test_3"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""80"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""75.6"", ""efficiency_tret"": ""98.9""}}","{""perovskite_composition"": ""Cs 0.05(FA0.98MA0.02)0.95Pb(I0.98Br0.02)3"", ""electron_transport_layer"": ""PC 61 BM"", ""hole_transport_layer"": ""MeO-2PACz"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""25"", ""time"": null, ""control_pce"": ""22.3"", ""treated_pce"": ""24.6"", ""control_voc"": null, ""treated_voc"": ""1.18"", ""efficiency_cont"": ""84"", ""efficiency_tret"": ""93""}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""75"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""56"", ""efficiency_tret"": ""88""}, ""test_3_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""60"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""63"", ""efficiency_tret"": ""88.7""}, ""test_3"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""80"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""75.6"", ""efficiency_tret"": ""98.9""}}",59
125,125_59,"			 of 8 RESEARCH | RESEARCH ARTICLE Downloaded from https://www.science.org at University of California San Diego on November 07, 2024","{""perovskite_composition"": ""Cs0.1FA0.9PbI3"", ""electron_transport_layer"": ""tin dioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""45+-5"", ""time"": ""1750"", ""control_pce"": ""20.9"", ""treated_pce"": ""23.4"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""80""}, ""test_3"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""960"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""80""}, ""test_2_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""89""}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""65+-5"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""91""}}","{""perovskite_composition"": ""Cs0.1FA0.9PbI3"", ""electron_transport_layer"": ""tin dioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""45+-5"", ""time"": ""1750"", ""control_pce"": ""20.9"", ""treated_pce"": ""23.4"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""80""}, ""test_3"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""960"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""80""}, ""test_2_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""89""}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""65+-5"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""91""}}",59
126,126_45,			 Nature Communications | (2023) 14:6125,"{""perovskite_composition"": ""FAPbI 3"", ""electron_transport_layer"": ""tin dioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""lead oxalate"", ""humidity"": null, ""temperature"": null, ""time"": ""550"", ""control_pce"": ""23.43"", ""treated_pce"": ""25.39"", ""control_voc"": ""1.16"", ""treated_voc"": ""1.18"", ""efficiency_cont"": ""60"", ""efficiency_tret"": ""92""}}","{""perovskite_composition"": ""FAPbI 3"", ""electron_transport_layer"": ""tin dioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""lead oxalate"", ""humidity"": null, ""temperature"": null, ""time"": ""550"", ""control_pce"": ""23.43"", ""treated_pce"": ""25.39"", ""control_voc"": ""1.16"", ""treated_voc"": ""1.18"", ""efficiency_cont"": ""60"", ""efficiency_tret"": ""92""}}",45
127,127_31,"			 © The Author(s), under exclusive licence to Springer Nature Limited","{""perovskite_composition"": null, ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""poly(triarylamine)"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""zinc-based halogenometallate"", ""humidity"": null, ""temperature"": null, ""time"": ""1009"", ""control_pce"": null, ""treated_pce"": ""24.1"", ""control_voc"": null, ""treated_voc"": ""1.198"", ""efficiency_cont"": null, ""efficiency_tret"": ""94.5""}}","{""perovskite_composition"": null, ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""poly(triarylamine)"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""zinc-based halogenometallate"", ""humidity"": null, ""temperature"": null, ""time"": ""1009"", ""control_pce"": null, ""treated_pce"": ""24.1"", ""control_voc"": null, ""treated_voc"": ""1.198"", ""efficiency_cont"": null, ""efficiency_tret"": ""94.5""}}",31
128,128_41," The carrier movement obeys the diffusion and surface recombination/transfer equation: Article https://doi.org/10.1038/s41560-023-01295-8 ∂N(x, t) ∂t = D ∂ 2 N(x, t) ∂x 2 - N (x, t) τ B (2) ∂N(x, t) ∂t | x=0 = S F D N (0, t) (3) ∂N(x, t) ∂t | x=L = - S L D N (L, t) (4)","{""perovskite_composition"": ""Cs0.05FA0.95PbI3"", ""electron_transport_layer"": ""PCBM"", ""hole_transport_layer"": ""poly(triarylamine)"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOST1"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""55+-5"", ""time"": ""1500"", ""control_pce"": ""21.73"", ""treated_pce"": ""25.12"", ""control_voc"": ""1.122"", ""treated_voc"": ""1.156"", ""efficiency_cont"": ""78"", ""efficiency_tret"": ""98""}, ""test_2"": {""stability_type"": ""ISOST1"", ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": ""85"", ""time"": ""1200"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""92""}}","{""perovskite_composition"": ""Cs0.05FA0.95PbI3"", ""electron_transport_layer"": ""PCBM"", ""hole_transport_layer"": ""poly(triarylamine)"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOST1"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""55+-5"", ""time"": ""1500"", ""control_pce"": ""21.73"", ""treated_pce"": ""25.12"", ""control_voc"": ""1.122"", ""treated_voc"": ""1.156"", ""efficiency_cont"": ""78"", ""efficiency_tret"": ""98""}, ""test_2"": {""stability_type"": ""ISOST1"", ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": ""85"", ""time"": ""1200"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""92""}}",41
129,129_105," ΔE δ-FAPbI 3 = 2E δ-FAPbI 3 -2E PbI 2 -4E FAI for PbI 2 + FAI→δ-FAPbI 3 , where E δ-FAPbI 3 is the energy of δ-FAPbI 3 , E PbI 2 is the energy of PbI 2 calculated from bulk PbI 2 and E FAI is the energy calculated from gas-phase FAI. The formation energy of bulk GBAC-PbI 2 was calculated by the equationΔE GBAC-PbI 2 = E GBAC-PbI 2 -2E PbI 2 -4E GBAC for PbI 2 + GBAC→ GBAC-PbI 2, where E GBAC is the energy calculated from gasphase GBAC. The formation energy of intermediatephase GBAC-PbI 2 -DMF was calculated with the equation ΔE GBAC-PbI 2 -DMF = E GBAC-PbI 2 -DMF -2E PbI 2 -4E GBAC -8E DMF for PbI 2 + GBAC + DMF→GBAC-PbI 2 -DMF, where E DMF is the energy of the DMF molecules.","{""perovskite_composition"": null, ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""(2,7-Dimethoxy-9H-carbazol-9-yl)methyl phosphonic acid"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""65+-5"", ""time"": ""1200"", ""control_pce"": null, ""treated_pce"": ""24.8"", ""control_voc"": null, ""treated_voc"": ""1.19"", ""efficiency_cont"": ""70"", ""efficiency_tret"": ""98""}, ""test_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""30"", ""efficiency_tret"": ""90""}}","{""perovskite_composition"": null, ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""(2,7-Dimethoxy-9H-carbazol-9-yl)methyl phosphonic acid"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""65+-5"", ""time"": ""1200"", ""control_pce"": null, ""treated_pce"": ""24.8"", ""control_voc"": null, ""treated_voc"": ""1.19"", ""efficiency_cont"": ""70"", ""efficiency_tret"": ""98""}, ""test_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""30"", ""efficiency_tret"": ""90""}}",105
130,130_23, Table 3 | 3 Summary of the photovoltaic parameters of the modules PCE (%) Module FF (%) Voc (V) Isc (mA) average best PAd 79.0±1.0 9.31±0.04 84.2±1.7 20.4±0.3 20.7 Control 75.0±4.0 9.05±0.15 84.0±1.5 18.9±1.2 20.1,"{""perovskite_composition"": null, ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSL3"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""30+-3"", ""time"": ""1000"", ""control_pce"": ""22.9"", ""treated_pce"": ""24.0"", ""control_voc"": ""1.13"", ""treated_voc"": ""1.18"", ""efficiency_cont"": ""70"", ""efficiency_tret"": ""95""}, ""test_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""85+-5"", ""temperature"": ""65+-3"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""63"", ""efficiency_tret"": ""82""}}","{""perovskite_composition"": null, ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSL3"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""30+-3"", ""time"": ""1000"", ""control_pce"": ""18.9"", ""treated_pce"": ""20.4"", ""control_voc"": ""1.13"", ""treated_voc"": ""1.18"", ""efficiency_cont"": ""70"", ""efficiency_tret"": ""95""}, ""test_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""85+-5"", ""temperature"": ""65+-3"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""63"", ""efficiency_tret"": ""82""}}",23
131,131_43,"			 of 8 RESEARCH | RESEARCH ARTICLE Downloaded from https://www.science.org at University of California San Diego on November 07, 2024","{""perovskite_composition"": ""FA0.95MA0.05Pb(I0.92Br0.08)3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""Aluminum Oxide"", ""humidity"": null, ""temperature"": ""85"", ""time"": ""1000"", ""control_pce"": ""23"", ""treated_pce"": ""25.5"", ""control_voc"": ""1.13"", ""treated_voc"": ""1.19"", ""efficiency_cont"": ""80"", ""efficiency_tret"": ""98""}, ""test_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""35-40"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""80"", ""efficiency_tret"": ""98""}}","{""perovskite_composition"": ""FA0.95MA0.05Pb(I0.92Br0.08)3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""Aluminum Oxide"", ""humidity"": null, ""temperature"": ""85"", ""time"": ""1000"", ""control_pce"": ""23"", ""treated_pce"": ""25.5"", ""control_voc"": ""1.13"", ""treated_voc"": ""1.19"", ""efficiency_cont"": ""80"", ""efficiency_tret"": ""98""}, ""test_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""35-40"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""80"", ""efficiency_tret"": ""98""}}",43
132,132_60," (Supplementary Table 1) and Sb 2 (S,Se) 3 solar Article https://doi.org/10.1038/s41566-022-01111-x","{""perovskite_composition"": ""Cs0.05(FAPbI3)0.85(MAPbBr3)0.15"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""DDT-treated spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""50"", ""temperature"": null, ""time"": ""430"", ""control_pce"": ""22.7"", ""treated_pce"": ""23.1"", ""control_voc"": ""1.171"", ""treated_voc"": ""1.198"", ""efficiency_cont"": ""68"", ""efficiency_tret"": ""97""}, ""test_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""50-85"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""95""}, ""test_3"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""2000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""10"", ""efficiency_tret"": ""93""}}","{""perovskite_composition"": ""Cs0.05(FAPbI3)0.85(MAPbBr3)0.15"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""DDT-treated spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""50"", ""temperature"": null, ""time"": ""430"", ""control_pce"": ""22.7"", ""treated_pce"": ""23.1"", ""control_voc"": ""1.171"", ""treated_voc"": ""1.198"", ""efficiency_cont"": ""68"", ""efficiency_tret"": ""97""}, ""test_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""50-85"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""95""}, ""test_3"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""2000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""10"", ""efficiency_tret"": ""93""}}",60
133,133_54," Use the terms sex (biological attribute) and gender (shaped by social and cultural circumstances) carefully in order to avoid confusing both terms. Indicate if findings apply to only one sex or gender; describe whether sex and gender were considered in study design whether sex and/or gender was determined based on self-reporting or assigned and methods used. Provide in the source data disaggregated sex and gender data where this information has been collected, and consent has been obtained for sharing of individual-level data; provide overall numbers in this Reporting Summary. Please state if this information has not been collected. Report sex-and gender-based analyses where performed, justify reasons for lack of sex-and gender-based analysis. Population characteristics Describe the covariate-relevant population characteristics of the human research participants (e.g. age, genotypic information, past and current diagnosis and treatment categories). If you filled out the behavioural & social sciences study design questions and have nothing to add here, write ""See above."" Recruitment Describe how participants were recruited. Outline any potential self-selection bias or other biases that may be present and how these are likely to impact results.","{""perovskite_composition"": ""Cs0.05FA0.9MA0.05Pb(I0.95Br0.05)3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""Me-4PACz"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""sodium thioglycolate"", ""humidity"": null, ""temperature"": null, ""time"": ""900"", ""control_pce"": ""22.5"", ""treated_pce"": ""24.56"", ""control_voc"": ""1.14"", ""treated_voc"": ""1.19"", ""efficiency_cont"": null, ""efficiency_tret"": ""96""}}","{""perovskite_composition"": ""Cs0.05FA0.9MA0.05Pb(I0.95Br0.05)3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""Me-4PACz"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""sodium thioglycolate"", ""humidity"": null, ""temperature"": null, ""time"": ""900"", ""control_pce"": ""22.5"", ""treated_pce"": ""24.56"", ""control_voc"": ""1.14"", ""treated_voc"": ""1.19"", ""efficiency_cont"": null, ""efficiency_tret"": ""96""}}",54
134,134_28," Fabrication of perovskite solar cells in ambient air by blocking perovskite hydration with guanabenz acetate salt Luyao Yan 1,2 , Hao Huang 1,2 , Peng Cui 1,2 , Shuxian Du 1 , Zhineng Lan 1 , Yingying Yang 1 , Shujie Qu 1 , Xinxin Wang 1 , Qiang Zhang 1 , Benyu Liu 1 , Xiaopeng Yue 1 , Xing Zhao 1 , Yingfeng Li 1 , Haifang Li 1 , Jun Ji 1 & Meicheng Li 1","{""perovskite_composition"": ""FA0.98MA0.02Pbl3"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": ""85"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": ""25.08"", ""control_voc"": null, ""treated_voc"": ""1.174"", ""efficiency_cont"": ""65"", ""efficiency_tret"": ""96""}, ""test_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""20"", ""temperature"": ""25+-5"", ""time"": ""2000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""68"", ""efficiency_tret"": ""97""}, ""test_1_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": ""50+-5"", ""time"": ""300"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""60"", ""efficiency_tret"": ""85""}, ""test_3"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": ""85"", ""time"": ""260"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""85""}}","{""perovskite_composition"": ""FA0.98MA0.02Pbl3"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": ""85"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": ""25.08"", ""control_voc"": null, ""treated_voc"": ""1.174"", ""efficiency_cont"": ""65"", ""efficiency_tret"": ""96""}, ""test_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""20"", ""temperature"": ""25+-5"", ""time"": ""2000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""68"", ""efficiency_tret"": ""97""}, ""test_1_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": ""50+-5"", ""time"": ""300"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""60"", ""efficiency_tret"": ""85""}, ""test_3"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": ""85"", ""time"": ""260"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""85""}}",28
