passage,sentence,DOI
"All-perovskite tandem solar cells with improved grain surface passivation
The CF3-PA and control tandem devices had initial PCEs of 25.6% and 24.3% measured under a two-lamp simulator, respectivelyThe device temperature was approximately 35 o C during operation, which was a result of self-heating under solar illumination","The device temperature was approximately 35 o C during operation, which was a result of self-heating under solar illumination",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The device temperature was approximately 35 o C during operation, which was a result of self-heating under solar illuminationThere was no active cooling during device operation and the environmental temperature was kept at approximately 25 o C",There was no active cooling during device operation and the environmental temperature was kept at approximately 25 o C,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
There was no active cooling during device operation and the environmental temperature was kept at approximately 25 o CT 90 represents the lifetime at which the PCE declines to 90% of its initial value.",T 90 represents the lifetime at which the PCE declines to 90% of its initial value.,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
T 90 represents the lifetime at which the PCE declines to 90% of its initial value.Article The best tandem cell had a PCE of 26.7% from the reverse scan (with a V oc of 2.03 V, a J sc of 16.5 mA cm -2 and a FF of 79.9%) and exhibited a stabilized PCE of 26.6% (Extended Data Fig","Article The best tandem cell had a PCE of 26.7% from the reverse scan (with a V oc of 2.03 V, a J sc of 16.5 mA cm -2 and a FF of 79.9%) and exhibited a stabilized PCE of 26.6% (Extended Data Fig",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Article The best tandem cell had a PCE of 26.7% from the reverse scan (with a V oc of 2.03 V, a J sc of 16.5 mA cm -2 and a FF of 79.9%) and exhibited a stabilized PCE of 26.6% (Extended Data Fig 8b  and Extended Data Table  1 )", 8b  and Extended Data Table  1 ),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
 8b  and Extended Data Table  1 )The integrated J sc values of the front and back subcells from EQE spectra (Fig",The integrated J sc values of the front and back subcells from EQE spectra (Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The integrated J sc values of the front and back subcells from EQE spectra (Fig 4e ) were 16.7 and 16.8 mA cm -2 , respectively, agreeing well with the J sc value determined from the J-V measurements"," 4e ) were 16.7 and 16.8 mA cm -2 , respectively, agreeing well with the J sc value determined from the J-V measurements",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
 4e ) were 16.7 and 16.8 mA cm -2 , respectively, agreeing well with the J sc value determined from the J-V measurementsThe J sc achieved (≥16.5 mA cm -2 ) was considerably higher than those reported in previous works (typically <16 mA cm -2 )  12, 13, 38  , mainly because of the use of thicker NBG perovskite without sacrificing the electrical performance (that is, V oc and FF) with the use of CF3-PA additive","The J sc achieved (≥16.5 mA cm -2 ) was considerably higher than those reported in previous works (typically <16 mA cm -2 )  12, 13, 38  , mainly because of the use of thicker NBG perovskite without sacrificing the electrical performance (that is, V oc and FF) with the use of CF3-PA additive",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The J sc achieved (≥16.5 mA cm -2 ) was considerably higher than those reported in previous works (typically <16 mA cm -2 )  12, 13, 38  , mainly because of the use of thicker NBG perovskite without sacrificing the electrical performance (that is, V oc and FF) with the use of CF3-PA additiveWe also fabricated tandem cells with larger area; our best-performing large-area device (aperture area = 1.05 cm 2 ) exhibited a PCE of 25.3% with a V oc of 2.03 V, a J sc of 16 mA cm -2 and a FF of 78% (Fig","We also fabricated tandem cells with larger area; our best-performing large-area device (aperture area = 1.05 cm 2 ) exhibited a PCE of 25.3% with a V oc of 2.03 V, a J sc of 16 mA cm -2 and a FF of 78% (Fig",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
We also fabricated tandem cells with larger area; our best-performing large-area device (aperture area = 1.05 cm 2 ) exhibited a PCE of 25.3% with a V oc of 2.03 V, a J sc of 16 mA cm -2 and a FF of 78% (Fig 4f  and Extended Data Fig", 4f  and Extended Data Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
 4f  and Extended Data Fig 9 )", 9 ),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
 9 )The relatively modest performance gap between small-area and large-area devices was ascribed to improved film uniformity in Pb-Sn perovskites films as a result of the addition of formamidine sulfinic acid (FSA) in the precursor solutions  10  ",The relatively modest performance gap between small-area and large-area devices was ascribed to improved film uniformity in Pb-Sn perovskites films as a result of the addition of formamidine sulfinic acid (FSA) in the precursor solutions  10  ,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The relatively modest performance gap between small-area and large-area devices was ascribed to improved film uniformity in Pb-Sn perovskites films as a result of the addition of formamidine sulfinic acid (FSA) in the precursor solutions  10  We sent tandem solar cells to an accredited independent PV calibration laboratory ( Japan Electrical Safety and Environment Technology Laboratories, JET)","We sent tandem solar cells to an accredited independent PV calibration laboratory ( Japan Electrical Safety and Environment Technology Laboratories, JET)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
We sent tandem solar cells to an accredited independent PV calibration laboratory ( Japan Electrical Safety and Environment Technology Laboratories, JET)These delivered certified stabilized PCEs of 26.4% and 26.1% (Supplementary Fig",These delivered certified stabilized PCEs of 26.4% and 26.1% (Supplementary Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
These delivered certified stabilized PCEs of 26.4% and 26.1% (Supplementary Fig 16 )", 16 ),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
 16 )This value of the PCE has been included in recently published Solar Cell Efficiency Tables (version 58)  9  ",This value of the PCE has been included in recently published Solar Cell Efficiency Tables (version 58)  9  ,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
This value of the PCE has been included in recently published Solar Cell Efficiency Tables (version 58)  9  The certified PCE of 26.4% exceeds that of other thin-film solar cells and is comparable to that of the best single-crystalline silicon solar cells (Supplementary Table  4 )",The certified PCE of 26.4% exceeds that of other thin-film solar cells and is comparable to that of the best single-crystalline silicon solar cells (Supplementary Table  4 ),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The certified PCE of 26.4% exceeds that of other thin-film solar cells and is comparable to that of the best single-crystalline silicon solar cells (Supplementary Table  4 )We anticipate that the PCE of all-perovskite tandem solar cells can improve further (Supplementary Note 4)",We anticipate that the PCE of all-perovskite tandem solar cells can improve further (Supplementary Note 4),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
We anticipate that the PCE of all-perovskite tandem solar cells can improve further (Supplementary Note 4)To assess the stability of tandem solar cells, we first tracked their shelf life by storing the unencapsulated devices under dark conditions in an N 2 glovebox","To assess the stability of tandem solar cells, we first tracked their shelf life by storing the unencapsulated devices under dark conditions in an N 2 glovebox",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
To assess the stability of tandem solar cells, we first tracked their shelf life by storing the unencapsulated devices under dark conditions in an N 2 gloveboxThe tandem devices exhibited no obvious PCE degradation after 2,400 h of aging (Supplementary Fig","The tandem devices exhibited no obvious PCE degradation after 2,400 h of aging (Supplementary Fig",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The tandem devices exhibited no obvious PCE degradation after 2,400 h of aging (Supplementary Fig 17 )", 17 ),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
 17 )In addition, we investigated the operating stability of the CF3-PA and control tandem devices: we kept the encapsulated devices in ambient air and used maximum power point (MPP) tracking under simulated 1 Sun illumination (using a multicolour light-emitting diode (LED) solar simulator with intensity equivalent to 100 mW cm -2 )","In addition, we investigated the operating stability of the CF3-PA and control tandem devices: we kept the encapsulated devices in ambient air and used maximum power point (MPP) tracking under simulated 1 Sun illumination (using a multicolour light-emitting diode (LED) solar simulator with intensity equivalent to 100 mW cm -2 )",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
In addition, we investigated the operating stability of the CF3-PA and control tandem devices: we kept the encapsulated devices in ambient air and used maximum power point (MPP) tracking under simulated 1 Sun illumination (using a multicolour light-emitting diode (LED) solar simulator with intensity equivalent to 100 mW cm -2 )The spectrum of the LED simulator is presented in previous work  39  ",The spectrum of the LED simulator is presented in previous work  39  ,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The spectrum of the LED simulator is presented in previous work  39  CF3-PA-passivated tandem devices maintained 90% of their initial PCE after 600 h of MPP operation and exhibited improved operating stability compared to unpassivated devices (Fig",CF3-PA-passivated tandem devices maintained 90% of their initial PCE after 600 h of MPP operation and exhibited improved operating stability compared to unpassivated devices (Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
CF3-PA-passivated tandem devices maintained 90% of their initial PCE after 600 h of MPP operation and exhibited improved operating stability compared to unpassivated devices (Fig 4g )", 4g ),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
 4g )The high efficiency together with the promising stability achieved here indicate a step towards viability for all-perovskite tandem solar cells.",The high efficiency together with the promising stability achieved here indicate a step towards viability for all-perovskite tandem solar cells.,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The high efficiency together with the promising stability achieved here indicate a step towards viability for all-perovskite tandem solar cells.Online content Any methods, additional references, Nature Research reporting summaries, source data, extended data, supplementary information, acknowledgements, peer review information; details of author contributions and competing interests; and statements of data and code availability are available at  https://doi.org/10.1038/s41586-021-04372-8 .","Online content Any methods, additional references, Nature Research reporting summaries, source data, extended data, supplementary information, acknowledgements, peer review information; details of author contributions and competing interests; and statements of data and code availability are available at  https://doi.org/10.1038/s41586-021-04372-8 .",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Online content Any methods, additional references, Nature Research reporting summaries, source data, extended data, supplementary information, acknowledgements, peer review information; details of author contributions and competing interests; and statements of data and code availability are available at  https://doi.org/10.1038/s41586-021-04372-8 .Methods",Methods,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
MethodsDFT simulation Ab initio molecular dynamic simulations were performed with the CP2K package  40  in the constant-volume and constant-temperature (NVT) ensemble",DFT simulation Ab initio molecular dynamic simulations were performed with the CP2K package  40  in the constant-volume and constant-temperature (NVT) ensemble,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
DFT simulation Ab initio molecular dynamic simulations were performed with the CP2K package  40  in the constant-volume and constant-temperature (NVT) ensembleThe temperature was controlled with a Nosé-Hoover thermostat  41  at room temperature (300 K) and 400 K",The temperature was controlled with a Nosé-Hoover thermostat  41  at room temperature (300 K) and 400 K,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The temperature was controlled with a Nosé-Hoover thermostat  41  at room temperature (300 K) and 400 KThe time step was set to 1.0 fs",The time step was set to 1.0 fs,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The time step was set to 1.0 fsA PBE-D3 functional was used with double-zeta basis sets (DZVP-MOLOPT)  42  and Goedecker-Teter-Hutter pseudopotentials  43  ",A PBE-D3 functional was used with double-zeta basis sets (DZVP-MOLOPT)  42  and Goedecker-Teter-Hutter pseudopotentials  43  ,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
A PBE-D3 functional was used with double-zeta basis sets (DZVP-MOLOPT)  42  and Goedecker-Teter-Hutter pseudopotentials  43  The cut-off was set to 560 Ry",The cut-off was set to 560 Ry,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The cut-off was set to 560 RyWe constructed the FA 0.75 MA 0.25 Pb 0.5 Sn 0.5 I 3 (001) surface (approximately 25 × 25 Å 2 ) with a 25 Å vacuum in the z direction",We constructed the FA 0.75 MA 0.25 Pb 0.5 Sn 0.5 I 3 (001) surface (approximately 25 × 25 Å 2 ) with a 25 Å vacuum in the z direction,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
We constructed the FA 0.75 MA 0.25 Pb 0.5 Sn 0.5 I 3 (001) surface (approximately 25 × 25 Å 2 ) with a 25 Å vacuum in the z directionThe ammonium cations were initially placed in the z direction away from the perovskite surface with a distance of 2.5 Å",The ammonium cations were initially placed in the z direction away from the perovskite surface with a distance of 2.5 Å,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The ammonium cations were initially placed in the z direction away from the perovskite surface with a distance of 2.5 ÅThe ab initio molecular dynamic simulations were run for approximately 10-20 ps to ensure equilibrium",The ab initio molecular dynamic simulations were run for approximately 10-20 ps to ensure equilibrium,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The ab initio molecular dynamic simulations were run for approximately 10-20 ps to ensure equilibriumFirst-principles calculations based on DFT were carried out using the Vienna Ab initio Simulation Package  44  ",First-principles calculations based on DFT were carried out using the Vienna Ab initio Simulation Package  44  ,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
First-principles calculations based on DFT were carried out using the Vienna Ab initio Simulation Package  44  The generalized gradient approximation of Perdew-Burke-Ernzerhof functional was used as the exchange-correlation functional  45  ",The generalized gradient approximation of Perdew-Burke-Ernzerhof functional was used as the exchange-correlation functional  45  ,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The generalized gradient approximation of Perdew-Burke-Ernzerhof functional was used as the exchange-correlation functional  45  In addition, we used the DFT-D3 method for the van der Waals correction and also dipole corrections for the slab calculations  46  ","In addition, we used the DFT-D3 method for the van der Waals correction and also dipole corrections for the slab calculations  46  ",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
In addition, we used the DFT-D3 method for the van der Waals correction and also dipole corrections for the slab calculations  46  A plane-wave cut-off energy of 400 eV was used",A plane-wave cut-off energy of 400 eV was used,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
A plane-wave cut-off energy of 400 eV was usedThe energy and force convergence criteria were set to 10 -5 eV and 0.03 eV Å -1 , respectively","The energy and force convergence criteria were set to 10 -5 eV and 0.03 eV Å -1 , respectively",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The energy and force convergence criteria were set to 10 -5 eV and 0.03 eV Å -1 , respectivelyThe Brillouin zone was sampled with Γ-centred k-mesh densities of 2π × 0.02 Å -1 in the calculations of the energetic and electronic properties",The Brillouin zone was sampled with Γ-centred k-mesh densities of 2π × 0.02 Å -1 in the calculations of the energetic and electronic properties,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The Brillouin zone was sampled with Γ-centred k-mesh densities of 2π × 0.02 Å -1 in the calculations of the energetic and electronic propertiesWe used a vacuum of 20 Å to separate neighbouring surfaces in the z -direction",We used a vacuum of 20 Å to separate neighbouring surfaces in the z -direction,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
We used a vacuum of 20 Å to separate neighbouring surfaces in the z -directionThe binding energies (E b ) of different ammonium cations (CF3-PA, PA and PEA) with the perovskite surface were calculated as E mol/pvsk - E pvsk - E mol , where E mol/pvsk , E pvsk and E mol are the total energies of the adsorption system, the perovskite system and CF3-PAI/PAI/PEAI (I represents iodide), respectively","The binding energies (E b ) of different ammonium cations (CF3-PA, PA and PEA) with the perovskite surface were calculated as E mol/pvsk - E pvsk - E mol , where E mol/pvsk , E pvsk and E mol are the total energies of the adsorption system, the perovskite system and CF3-PAI/PAI/PEAI (I represents iodide), respectively",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The binding energies (E b ) of different ammonium cations (CF3-PA, PA and PEA) with the perovskite surface were calculated as E mol/pvsk - E pvsk - E mol , where E mol/pvsk , E pvsk and E mol are the total energies of the adsorption system, the perovskite system and CF3-PAI/PAI/PEAI (I represents iodide), respectivelyThe electrostatic potentials (φ) of the passivators were calculated using the Gaussian 09 package at the B3LYP/def2TZVP level with DFT-D3",The electrostatic potentials (φ) of the passivators were calculated using the Gaussian 09 package at the B3LYP/def2TZVP level with DFT-D3,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The electrostatic potentials (φ) of the passivators were calculated using the Gaussian 09 package at the B3LYP/def2TZVP level with DFT-D3The maximum φ (φ max ) of the NH 3 + terminal group in these passivators was obtained with the help of Multiwfn code  47  .",The maximum φ (φ max ) of the NH 3 + terminal group in these passivators was obtained with the help of Multiwfn code  47  .,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The maximum φ (φ max ) of the NH 3 + terminal group in these passivators was obtained with the help of Multiwfn code  47  .Materials All materials were used as received without further purification",Materials All materials were used as received without further purification,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Materials All materials were used as received without further purificationThe organic halide salts (FAI, FABr, MAI, FAI, PEACl, PACl, CF3-PACl) were purchased from GreatCell Solar Materials (Australia)","The organic halide salts (FAI, FABr, MAI, FAI, PEACl, PACl, CF3-PACl) were purchased from GreatCell Solar Materials (Australia)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The organic halide salts (FAI, FABr, MAI, FAI, PEACl, PACl, CF3-PACl) were purchased from GreatCell Solar Materials (Australia)Poly (3,4-ethylenedioxythiophene) polystyrene sulfonate (PEDOT:PSS) aqueous solution (Al 4083) was purchased from Heraeus Clevios (Germany)","Poly (3,4-ethylenedioxythiophene) polystyrene sulfonate (PEDOT:PSS) aqueous solution (Al 4083) was purchased from Heraeus Clevios (Germany)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Poly (3,4-ethylenedioxythiophene) polystyrene sulfonate (PEDOT:PSS) aqueous solution (Al 4083) was purchased from Heraeus Clevios (Germany)N4,N4'-Di(naphthalen-1-yl)-N4,N4'-bis(4-vinylphenyl) biphenyl-4,4'-diamine (VNPB) was purchased from Lumtec","N4,N4'-Di(naphthalen-1-yl)-N4,N4'-bis(4-vinylphenyl) biphenyl-4,4'-diamine (VNPB) was purchased from Lumtec",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
N4,N4'-Di(naphthalen-1-yl)-N4,N4'-bis(4-vinylphenyl) biphenyl-4,4'-diamine (VNPB) was purchased from LumtecPbI 2 (99.99%), CsI (99.9%) and CsBr (99.9%) were purchased from TCI Chemicals","PbI 2 (99.99%), CsI (99.9%) and CsBr (99.9%) were purchased from TCI Chemicals",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
PbI 2 (99.99%), CsI (99.9%) and CsBr (99.9%) were purchased from TCI ChemicalsSnI 2 (99.999%) was purchased from Alfa Aesar",SnI 2 (99.999%) was purchased from Alfa Aesar,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
SnI 2 (99.999%) was purchased from Alfa AesarSnF 2 (99%), dimethylformamide (DMF, 99.8% anhydrous), dimethyl sulfoxide (DMSO, 99.9% anhydrous), formamidine sulfinic acid (≥98%), ethyl acetate (99.8% anhydrous) and chlorobenzene (99.8% anhydrous) were purchased from Sigma-Aldrich","SnF 2 (99%), dimethylformamide (DMF, 99.8% anhydrous), dimethyl sulfoxide (DMSO, 99.9% anhydrous), formamidine sulfinic acid (≥98%), ethyl acetate (99.8% anhydrous) and chlorobenzene (99.8% anhydrous) were purchased from Sigma-Aldrich",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
SnF 2 (99%), dimethylformamide (DMF, 99.8% anhydrous), dimethyl sulfoxide (DMSO, 99.9% anhydrous), formamidine sulfinic acid (≥98%), ethyl acetate (99.8% anhydrous) and chlorobenzene (99.8% anhydrous) were purchased from Sigma-AldrichC 60 was purchased from Nano-C (USA)",C 60 was purchased from Nano-C (USA),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
C 60 was purchased from Nano-C (USA)Bathocuproine (BCP) (>99% sublimed) was purchased from Xi'an Polymer Light Technology (China).",Bathocuproine (BCP) (>99% sublimed) was purchased from Xi'an Polymer Light Technology (China).,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Bathocuproine (BCP) (>99% sublimed) was purchased from Xi'an Polymer Light Technology (China).Perovskite precursor solution NBG FA 0.7 MA 0.3 Pb 0.5 Sn 0.5 I 3 perovskite",Perovskite precursor solution NBG FA 0.7 MA 0.3 Pb 0.5 Sn 0.5 I 3 perovskite,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Perovskite precursor solution NBG FA 0.7 MA 0.3 Pb 0.5 Sn 0.5 I 3 perovskiteThe precursor solution was prepared in mixed solvents of DMF and DMSO with a volume ratio of 2:1",The precursor solution was prepared in mixed solvents of DMF and DMSO with a volume ratio of 2:1,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The precursor solution was prepared in mixed solvents of DMF and DMSO with a volume ratio of 2:1The molar ratios for FAI/MAI and PbI 2 /SnI 2 were 0.7:0.3 and 0.5:0.5, respectively","The molar ratios for FAI/MAI and PbI 2 /SnI 2 were 0.7:0.3 and 0.5:0.5, respectively",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The molar ratios for FAI/MAI and PbI 2 /SnI 2 were 0.7:0.3 and 0.5:0.5, respectivelyThe molar ratio of (FAI+MAI)/(PbI 2 +SnI 2 ) was 1:1",The molar ratio of (FAI+MAI)/(PbI 2 +SnI 2 ) was 1:1,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The molar ratio of (FAI+MAI)/(PbI 2 +SnI 2 ) was 1:1SnF 2 (10 mol% relative to SnI 2 ) was added to the precursor solution",SnF 2 (10 mol% relative to SnI 2 ) was added to the precursor solution,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
SnF 2 (10 mol% relative to SnI 2 ) was added to the precursor solutionThe precursor solution was then stirred at room temperature for 2 h",The precursor solution was then stirred at room temperature for 2 h,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The precursor solution was then stirred at room temperature for 2 hTin powders (5 mg ml -1 ) and formamidine sulfinic acid (0.3 mol%) were added to the precursor to reduce Sn 4+ in the precursor solution and to improve film uniformity",Tin powders (5 mg ml -1 ) and formamidine sulfinic acid (0.3 mol%) were added to the precursor to reduce Sn 4+ in the precursor solution and to improve film uniformity,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Tin powders (5 mg ml -1 ) and formamidine sulfinic acid (0.3 mol%) were added to the precursor to reduce Sn 4+ in the precursor solution and to improve film uniformityFor solution with passivating agents, PEACl, PACl or CF3-PACl was added to the precursor solution at their optimized concentrations","For solution with passivating agents, PEACl, PACl or CF3-PACl was added to the precursor solution at their optimized concentrations",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
For solution with passivating agents, PEACl, PACl or CF3-PACl was added to the precursor solution at their optimized concentrationsIt is noted that we introduced additives at a concentration lower than 0.4 mol% relative to the B-site metal cations, which is below the concentration of large A-site cations required to form 2D/3D heterostructures","It is noted that we introduced additives at a concentration lower than 0.4 mol% relative to the B-site metal cations, which is below the concentration of large A-site cations required to form 2D/3D heterostructures",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
It is noted that we introduced additives at a concentration lower than 0.4 mol% relative to the B-site metal cations, which is below the concentration of large A-site cations required to form 2D/3D heterostructuresThe precursor solution was filtered through 0.22 μm Polytetrafluoroethylene (PTFE) membrane before making perovskite films",The precursor solution was filtered through 0.22 μm Polytetrafluoroethylene (PTFE) membrane before making perovskite films,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The precursor solution was filtered through 0.22 μm Polytetrafluoroethylene (PTFE) membrane before making perovskite filmsWBG FA 0.8 Cs 0.2 Pb(I 0.62 Br 0.38 ) 3 perovskite",WBG FA 0.8 Cs 0.2 Pb(I 0.62 Br 0.38 ) 3 perovskite,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
WBG FA 0.8 Cs 0.2 Pb(I 0.62 Br 0.38 ) 3 perovskiteThe precursor solution (1.2 M) was prepared from six precursors dissolved in mixed solvents of DMF and DMSO with a volume ratio of 4:1",The precursor solution (1.2 M) was prepared from six precursors dissolved in mixed solvents of DMF and DMSO with a volume ratio of 4:1,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The precursor solution (1.2 M) was prepared from six precursors dissolved in mixed solvents of DMF and DMSO with a volume ratio of 4:1The molar ratios for FAI/FABr/CsI/CsBr and PbI 2 /PbBr 2 were 0.48:0.32:0.12:0.08 and 0.62:0.38, respectively","The molar ratios for FAI/FABr/CsI/CsBr and PbI 2 /PbBr 2 were 0.48:0.32:0.12:0.08 and 0.62:0.38, respectively",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The molar ratios for FAI/FABr/CsI/CsBr and PbI 2 /PbBr 2 were 0.48:0.32:0.12:0.08 and 0.62:0.38, respectivelyThe molar ratio of (FAI+FABr+CsI+CsBr)/ (PbI 2 +PbBr 2 ) was 1:1",The molar ratio of (FAI+FABr+CsI+CsBr)/ (PbI 2 +PbBr 2 ) was 1:1,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The molar ratio of (FAI+FABr+CsI+CsBr)/ (PbI 2 +PbBr 2 ) was 1:1The precursor solution was stirred at 50 o C for 2 h and then filtered through a 0.22 μm PTFE membrane before use",The precursor solution was stirred at 50 o C for 2 h and then filtered through a 0.22 μm PTFE membrane before use,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The precursor solution was stirred at 50 o C for 2 h and then filtered through a 0.22 μm PTFE membrane before useWe found in our previous work that the six precursor approach improved the photostability and suppressed phase-segregation of the WBG perovskites, compared with those fabricated from four precursors (CsI, FAI, PbI 2 and PbBr 2 )  10  ","We found in our previous work that the six precursor approach improved the photostability and suppressed phase-segregation of the WBG perovskites, compared with those fabricated from four precursors (CsI, FAI, PbI 2 and PbBr 2 )  10  ",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
We found in our previous work that the six precursor approach improved the photostability and suppressed phase-segregation of the WBG perovskites, compared with those fabricated from four precursors (CsI, FAI, PbI 2 and PbBr 2 )  10  We also noted that the halide segregation in WBG perovskites was dependent on illumination intensity (Supplementary Fig",We also noted that the halide segregation in WBG perovskites was dependent on illumination intensity (Supplementary Fig,https://doi.org/10.1038/s41586-021-04372-8
