id,year,title,json_output
908,2022,Synergistic Surface Modification for High-Efficiency Perovskite Nanocrystal Light-Emitting Diodes: Divalent Metal Ion Doping and Halide-Based Ligand Passivation,"{'perovskite_composition': 'CsPbBr3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'CdAc+DDA', 'control_pce': None, 'control_voc': None, 'treated_pce': 65.48, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-T', 'temperature': 70, 'time': None, 'humidity': None, 'retained_percentage_cont': 96.02, 'retained_percentage_tret': None}}"
909,2022,Supporting Information Perovskite surface passivation using thiophene-based small molecules for efficient and stable solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Thiophene-2-acetamide (TAA)', 'control_pce': 18.25, 'control_voc': 1.08, 'treated_pce': 20.62, 'treated_voc': 1.11, 'treated_ff': 78.4, 'test_1': {'test_name': 'Stability at 35% humidity', 'temperature': 35, 'time': 320, 'humidity': 35, 'retained_percentage_cont': 63, 'retained_percentage_tret': 85}, 'test_2': {'test_name': 'Stability at 65% humidity', 'temperature': 65, 'time': 320, 'humidity': 65, 'retained_percentage_cont': 47, 'retained_percentage_tret': 76}, 'test_3': {'test_name': 'Stability at 85% humidity and light', 'temperature': 85, 'time': 3, 'humidity': 85, 'retained_percentage_cont': 74, 'retained_percentage_tret': 91}}"
910,2022,Zr-metal-organic framework based cross-layer-connection additive for stable halide perovskite solar cells,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': 'UiO-66 (NH2)', 'control_pce': 17.48, 'control_voc': 1.1, 'treated_pce': 18.25, 'treated_voc': 1.1, 'test_1': {'test_name': 'ISOS-D', 'temperature': 800, 'time': 800, 'humidity': 60, 'retained_percentage_cont': 99, 'retained_percentage_tret': 99}}"
911,2022,Thermal laser separation and high-throughput layer deposition for edge passivation for TOPCon shingle solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Al₂O₃', 'control_pce': None, 'control_voc': None, 'treated_pce': 0.4, 'treated_voc': 2, 'test_1': {'test_name': 'stringing_loss', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}}"
912,2022,Synergistic engineering of the Stokes shift for highly efficient and stable quasi-2D perovskite luminescent solar concentrators †,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'PVDF', 'control_pce': None, 'control_voc': None, 'treated_pce': 4.9, 'treated_voc': 1.5, 'test_1': {'test_name': 'UV stability', 'temperature': None, 'time': 38, 'humidity': None, 'retained_percentage_cont': 35.7, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Water stability', 'temperature': None, 'time': 38, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 90.8}}"
913,2022,UV-robust and efficient perovskite solar cells enabled by interfacial photocatalysis suppression and defect passivation †,"{'perovskite_composition': None, 'electron_transport_layer': 'TiO2', 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': ""4,4'-oxybisbenzoic acid (OBBA)"", 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'UV irradiation', 'temperature': 25, 'time': 72, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': None}}"
914,2022,Understanding the temperature sensitivity of the photovoltaic parameters of perovskite solar cells,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': 'C60', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'Cu', 'passivating_molecule': None, 'control_pce': 22.95, 'control_voc': 1.207, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
915,2022,Ion Migration and Accumulation in Halide Perovskite Solar Cells †,"{'perovskite_composition': 'ABX3 (where A is a monovalent cation (e.g., methylammonium (MA+), formamidinium (FA+), or Cs+), B is a divalent metal cation (e.g., Pb2+, Sn2+), and X is a halide anion (e.g., Cl-, Br-, I-))', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
916,2023,The Impact of Passivation on the Direct-current and Radio-frequency Performance of GaN/AlGaN HEMT Transistors on Si Substrates,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'SiO2/SiN', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
917,2023,Chemical Aspects of Halide Perovskite Nanocrystals,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': ['Oleic acid', 'Oleylamine', 'TOP (trioctylphosphine oxide)', 'TOPO (trioctylphosphine)', 'DDAB (dodecyl dimethylammonium bromide)', 'TMEDA (tetramethyl-ethylenediamine)'], 'control_pce': 3.81, 'control_voc': None, 'treated_pce': 26.1, 'treated_voc': None, 'test_1': None, 'test_2': None}"
918,2023,The Renaissance of Poly(3-hexylthiophene) as a Promising Hole-Transporting Material Toward Efficient and Stable Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': 'P3HT', 'passivating_molecule': None, 'control_pce': 26.1, 'control_voc': None, 'treated_pce': 24.6, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 85, 'time': 2000, 'humidity': 85, 'retained_percentage_cont': 99, 'retained_percentage_tret': 80}, 'test_2': {'test_name': 'ISOS-L', 'temperature': 85, 'time': 1000, 'humidity': 85, 'retained_percentage_cont': 91, 'retained_percentage_tret': 95}, 'test_3': {'test_name': 'ISOS-T', 'temperature': 60, 'time': 386, 'humidity': 60, 'retained_percentage_cont': 79, 'retained_percentage_tret': 96}}"
919,2023,Supporting Information for Exploring the Potential and Hurdles of Perovskite Solar Cells with p-i-n Structure,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': 'p-i-n', 'hole_transport_layer': None, 'passivating_molecule': 'Me-4PACz', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-L-2', 'temperature': 60, 'time': 3300, 'humidity': 25, 'retained_percentage_cont': 92.5, 'retained_percentage_tret': None}}"
920,2023,Multimodal Characterization of Halide Perovskites: From the Macro to the Atomic Scale,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
921,2023,Spin-Orbital Ordering Effects of Light Emission in Organic-Inorganic Hybrid Metal Halide Perovskites,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': 30, 'treated_voc': 1.5, 'test_1': {'test_name': None, 'temperature': 25, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': 70, 'retained_percentage_tret': 85}}"
922,2023,Intragrain impurity annihilation for highly efficient and stable perovskite solar cells,"{'perovskite_composition': 'FA0.5Cs0.5PbI3', 'electron_transport_layer': 'TiO2-SnO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'spiro-OMeTAD', 'passivating_molecule': 'MeO-PEAI', 'control_pce': 18.5, 'control_voc': 1.16, 'treated_pce': 21.3, 'treated_voc': 1.21, 'test_1': {'test_name': 'PCE retention after 2000 hours of storage', 'temperature': 25, 'time': 2000, 'humidity': 10, 'retained_percentage_cont': 57, 'retained_percentage_tret': 96}}"
923,2023,Supporting Information Performance Amelioration of Spray-coated Perovskite Solar Cells Utilizing Self-assembled Monolayer,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'MeO-2PACz', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'Stability Test', 'temperature': 25, 'time': 800, 'humidity': None, 'retained_percentage_cont': 86, 'retained_percentage_tret': 93}}"
924,2023,Plasma Processes and Polymers,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'CH4', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'FTIR', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'XPS', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
925,2023,"Fluorine Passivation Inhibits ""Particle Talking"" Behaviors under Thermal and Electrical Conditions of Pure Blue Mixed Halide Perovskite Nanocrystals","{'perovskite_composition': 'CsPb(Br/Cl)3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'NH4F', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'Thermal quenching test', 'temperature': 343, 'time': None, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 70}}"
926,2023,Charge Carrier Dynamics of SnO 2 Electron-Transporting Layers in Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'n-i-p', 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'HBP modification', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 75, 'retained_percentage_tret': 73}, 'test_2': {'test_name': 'GDA modification', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 86, 'retained_percentage_tret': 84}, 'test_3': {'test_name': 'NH4F treatment', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 77, 'retained_percentage_tret': 75}}"
927,2023,One-Step Aerosol Synthesis of Thiocyanate Passivated Hybrid Perovskite Microcrystals: Impact of (Pseudo-)Halide Additives on Crystallization and Access to a Novel Binary Model,"{'perovskite_composition': 'MAPbBr3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'thiocyanate (SCN)', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'morphological stability', 'temperature': 53, 'time': 72, 'humidity': 53, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}, 'test_2': {'test_name': 'optoelectronic properties', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}}"
928,2023,RSC Applied Polymers,"{'perovskite_composition': 'MAPbBr3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Poly(ethyleneimine) (PEI)', 'control_pce': None, 'control_voc': None, 'treated_pce': 66.0, 'treated_voc': None, 'test_1': {'test_name': 'Stability test', 'temperature': 60, 'time': '24 hours', 'humidity': None, 'retained_percentage_cont': 66.0, 'retained_percentage_tret': 66.0}}"
929,2023,Inhibiting the Appearance of Green Emission in Mixed Lead Halide Perovskite Nanocrystals for Pure Red Emission,"{
    ""perovskite_composition"": ""CsPbI2Br"",
    ""electron_transport_layer"": null,
    ""pin_nip_structure"": null,
    ""hole_transport_layer"": null,
    ""passivating_molecule"": ""Cyclic Olefin Copolymer (COC)"",
    ""control_pce"": null,
    ""control_voc"": null,
    ""treated_pce"": null,
    ""treated_voc"": null,
    ""test_1"": {
        ""test_name"": ""PL intensity under illumination"",
        ""temperature"": 405 nm,
        ""time"": 50 min,
        ""humidity"": null,
        ""retained_percentage_cont"": 100,
        ""retained_percentage_tret"": 100
    },
    ""test_2"": {
        ""test_name"": ""XRD analysis"",
        ""temperature"": 300 K,
        ""time"": null,
        ""humidity"": null,
        ""retained_percentage_cont"": null,
        ""retained_percentage_tret"": null
    },
    ""test_3"": {
        ""test_name"": ""TRPL measurements"",
        ""temperature"": 300 K,
        ""time"": null,
        ""humidity"": null,
        ""retained_percentage_cont"": null,
        ""retained_percentage_tret"": null
    }
}"
930,2023,Charge-transfer States at the Fullerene Interface Cause Non-radiative Recombination Losses in Snbased Perovskite Solar Cells,"{'perovskite_composition': 'FASnI3', 'electron_transport_layer': 'ICBA', 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'PEABr', 'control_pce': None, 'control_voc': None, 'treated_pce': 5.2, 'treated_voc': 0.49, 'test_1': {'test_name': 'PLQY', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 30, 'retained_percentage_tret': 85}, 'test_2': {'test_name': 'TRPL', 'temperature': None, 'time': 19, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
931,2023,Boosting Photovoltaic Efficiency: The Role of Functional Group Distribution in Perovskite Film Passivation,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '3-sulfamobenzoic acid', 'control_pce': 21.5, 'control_voc': None, 'treated_pce': 23.3, 'treated_voc': None, 'test_1': {'test_name': 'humidity', 'temperature': 30, 'time': 2000, 'humidity': '30% RH', 'retained_percentage_cont': 90, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'thermal', 'temperature': 70, 'time': 192, 'humidity': None, 'retained_percentage_cont': 71.35, 'retained_percentage_tret': 78.99}}"
932,2023,Molecular templating of layered halide perovskite nanowires,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'BrCA3', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 150, 'time': 72, 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': 75}}"
933,2023,Crown-Assisted CsCu 2 I 3 Growth and Trap Passivation for Perovskite Light Emitting Diodes,"{
    ""perovskite_composition"": null,
    ""electron_transport_layer"": null,
    ""pin_nip_structure"": null,
    ""hole_transport_layer"": null,
    ""passivating_molecule"": ""Dibenzo-18-crown-6 (D18C6)"",
    ""control_pce"": null,
    ""control_voc"": null,
    ""treated_pce"": null,
    ""treated_voc"": null,
    ""test_1"": {
        ""test_name"": null,
        ""temperature"": null,
        ""time"": null,
        ""humidity"": null,
        ""retained_percentage_cont"": null,
        ""retained_percentage_tret"": null
    }
}
```

```json
{
    ""perovskite_composition"": null,
    ""electron_transport_layer"": null,
    ""pin_nip_structure"": null,
    ""hole_transport_layer"": null,
    ""passivating_molecule"": ""Dibenzo-18-crown-6 (D18C6)"",
    ""control_pce"": null,
    ""control_voc"": null,
    ""treated_pce"": 19.9,
    ""treated_voc"": null,
    ""test_1"": {
        ""test_name"": null,
        ""temperature"": null,
        ""time"": null,
        ""humidity"": null,
        ""retained_percentage_cont"": null,
        ""retained_percentage_tret"": null
    },
    ""test_2"": {
        ""test_name"": null,
        ""temperature"": null,
        ""time"": null,
        ""humidity"": null,
        ""retained_percentage_cont"": null,
        ""retained_percentage_tret"": null
    },
    ""test_3"": {
        ""test_name"": null,
        ""temperature"": null,
        ""time"": null,
        ""humidity"": null,
        ""retained_percentage_cont"": null,
        ""retained_percentage_tret"": null
    }
}"
934,2023,A review on conventional perovskite solar cells with organic dopant-free hole-transport materials: roles of chemical structures and interfacial materials in efficient devices,"{'perovskite_composition': 'CsPbI3', 'electron_transport_layer': 'TiO2', 'pin_nip_structure': 'Conventional (n-i-p)', 'hole_transport_layer': 'spiro-OMeTAD', 'passivating_molecule': 'PM6', 'control_pce': 26.1, 'control_voc': 1.18, 'treated_pce': 24.04, 'treated_voc': 1.2, 'test_1': {'test_name': 'Stability test under 40°C and 30-60% RH', 'temperature': 40, 'time': 1000, 'humidity': 30, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}}"
935,2023,Development of the passive film during passivation in passivating electrolytes containing sodium molybdate,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'sodium molybdate', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'Electrochemical tests', 'temperature': 25, 'time': 45, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
936,2023,Supporting information for Boosting Open-Circuit Voltage of AgBiS 2 Quantum Dot Solar Cells through Post-treatment Passivation,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'MACl', 'control_pce': 6.42, 'control_voc': 0.502, 'treated_pce': 9.42, 'treated_voc': 0.581, 'test_1': {'test_name': 'air_stability', 'temperature': 30, 'time': '1 month', 'humidity': 30, 'retained_percentage_cont': 84, 'retained_percentage_tret': 95}}"
937,2023,Enhancing the performance and stability of organometal halide perovskite by using a feasible and economical interface material,"{'perovskite_composition': None, 'electron_transport_layer': 'SnO2', 'pin_nip_structure': None, 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': '8-Hydroxyquinoline', 'control_pce': 17.9, 'control_voc': 1.03, 'treated_pce': 20.42, 'treated_voc': 1.1, 'test_1': {'test_name': None, 'temperature': 1100, 'time': '1100 hours', 'humidity': '20-30% RH', 'retained_percentage_cont': 52, 'retained_percentage_tret': 74}}"
938,2023,Fluorinated Polythiophenes with Alkylthiophene Side Chains Boosting the Performance of Wide Bandgap Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'PT4T-2F', 'control_pce': 17.76, 'control_voc': 1.09, 'treated_pce': 19.2, 'treated_voc': 1.23, 'test_1': {'test_name': 'Moisture stability', 'temperature': None, 'time': 'over 26 days', 'humidity': '45-50% RH', 'retained_percentage_cont': 80, 'retained_percentage_tret': 82}, 'test_2': {'test_name': 'Thermal stability', 'temperature': '65 °C', 'time': '28 days', 'humidity': None, 'retained_percentage_cont': 75, 'retained_percentage_tret': 82}}"
939,2023,Formation and Passivation of Surface Defects in Lead-Free Tin Halide Perovskites,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'benzene, pyridinium', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None, 'test_2': None}"
940,2023,Fabrication of Efficient and Simple-Structured Perovskite Solar Cells Using a Multifunctional Biocolina Surface Treatment,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Biocolina', 'control_pce': 15.96, 'control_voc': 1.05, 'treated_pce': 20.01, 'treated_voc': 1.12, 'test_1': {'test_name': 'ISOS-T', 'temperature': 25, 'time': 840, 'humidity': 40, 'retained_percentage_cont': 70, 'retained_percentage_tret': 87}}"
941,2023,Recent advances in metal halide perovskite based photocatalysts for artificial photosynthesis and organic transformations,"{'perovskite_composition': 'CsPbBr3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'CsPbBr3', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 25, 'time': '24 hours', 'humidity': '30% RH', 'retained_percentage_cont': 85, 'retained_percentage_tret': 75}}"
942,2023,Cross-Linkable Fullerene Enables Elastic and Conductive Grain Boundaries for Efficient and Wearable Tin-Based Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'FTAI', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'bending', 'temperature': None, 'time': 10000, 'humidity': None, 'retained_percentage_cont': 14, 'retained_percentage_tret': 90}}"
943,2023,Defects in Perovskite Solar Cells and Their Passivation Strategies,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'PCBM', 'control_pce': 7.3, 'control_voc': None, 'treated_pce': 14.9, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-L', 'temperature': 25, 'time': 720, 'humidity': 50, 'retained_percentage_cont': 30, 'retained_percentage_tret': 70}}"
944,2023,Investigation of Lead-Free CsSn 0.5 Ge 0.5 I 3-based perovskite light emitting diode,"{'perovskite_composition': 'CsSn0.5Ge0.5I3', 'electron_transport_layer': 'Cu2O', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'TiO2', 'passivating_molecule': None, 'control_pce': 20, 'control_voc': 1.1, 'treated_pce': 17.6, 'treated_voc': None, 'test_1': None}"
945,2023,Facet Dependent Photoluminescence Blinking from Perovskite Nanocrystals,"{'perovskite_composition': 'CsPbBr3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
946,2023,Stretchable Metal Halide Perovskite Color Conversion Layers with Block Copolymer Dispersant,"{'perovskite_composition': 'PEA 2 (FAPbBr3)2 PbBr4', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'P2VP-b-PDMS', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'PL quantum yield', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 73.48, 'retained_percentage_tret': 16.48}}"
947,2023,Reducing optical reflection loss through textured PEDOT:PSS in hybrid Sn-Pb perovskite solar cells †,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': 'PEDOT:PSS', 'passivating_molecule': 'PEDOT:PSS', 'control_pce': None, 'control_voc': None, 'treated_pce': 21.6, 'treated_voc': 0.86, 'test_1': {'test_name': 'J-V characteristics', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
948,2023,Surface heterojunction based on n-type low-dimensional perovskite film for highly efficient perovskite tandem solar cells,"{'perovskite_composition': 'Cs0.2FA0.8PbI3', 'electron_transport_layer': 'C60', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'NiOx', 'passivating_molecule': 'FEDA (FPA and EDA combination)', 'control_pce': 15.71, 'control_voc': 1.15, 'treated_pce': 19.73, 'treated_voc': 1.32, 'test_1': {'test_name': 'MPP tracking', 'temperature': '25 °C', 'time': '800 hours', 'humidity': 'Not explicitly mentioned', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}}"
949,2023,U N C O R R E C T E D P R O O F,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None, 'test_2': None, 'test_3': None}"
950,2023,Imaging Locally Inhomogeneous Properties of Metal Halide Perovskites,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Guanidinium thiocyanate (GUTS)', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
951,2023,Lecture Notes in Networks and Systems 939 Series Editor,"{'perovskite_composition': 'CH3NH3PbI3-xClx', 'electron_transport_layer': 'TiO2', 'pin_nip_structure': None, 'hole_transport_layer': 'Si', 'passivating_molecule': 'CH3NH3PbI3-xClx', 'control_pce': 26.0, 'control_voc': None, 'treated_pce': 33.7, 'treated_voc': None, 'test_1': None}"
952,2023,Improved Hole Extraction and Band Alignment via Interface Modification in Hole Transport Material-Free Ag/Bi Double Perovskite Solar Cells,"{'perovskite_composition': 'Cs2AgBiBr6', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'n-butylammonium (BA)', 'control_pce': None, 'control_voc': None, 'treated_pce': 26.1, 'treated_voc': 1.25, 'test_1': {'test_name': 'stability', 'temperature': None, 'time': 54, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}}"
953,2023,Nondestructive halide exchange via S N 2-like mechanism for efficient blue perovskite light-emitting diodes,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Chloroform (CF)', 'control_pce': None, 'control_voc': None, 'treated_pce': 13.15, 'treated_voc': None, 'test_1': {'test_name': 'EL spectral stability', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
954,2023,"Simultaneous realization of bulk and interface regulation based on 2,4-diamino-6,7diisopropylpteridine phosphate for efficient and stable inverted perovskite solar cells †","{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '2,4-Diamino-6,7-diisopropylpteridine phosphate (DPP)', 'control_pce': 14.63, 'control_voc': 1.091, 'treated_pce': 19.53, 'treated_voc': 1.105, 'test_1': {'test_name': 'Thermal stability', 'temperature': 85, 'time': 247, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': 90}}"
955,2023,Supporting Information Sublimation and Recrystallization of CsPbBr3 Constructing a Perovskite-Carbon Interface to Facilitate Hole Transfer in Printable All-Inorganic Perovskite Solar Cells,"{'perovskite_composition': 'CsPbBr3', 'electron_transport_layer': 'TiO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'Carbon', 'passivating_molecule': None, 'control_pce': 5.04, 'control_voc': 1.22, 'treated_pce': 8.34, 'treated_voc': 1.54, 'test_1': {'test_name': 'Stability test at room temperature', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 99, 'retained_percentage_tret': 79.6}}"
956,2023,Aluminum-Doped Indium Oxide Electron Transport Layer Grown by Atomic Layer Deposition: Highly Efficient and Damage-Resistant Interconnection Solution for All-Perovskite Tandem Solar Cells with 25.46% Efficiency,"{'perovskite_composition': 'Cs0.2FA0.8PbI2.6Br0.4', 'electron_transport_layer': 'ALD AIO', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'PEDOT:PSS', 'passivating_molecule': None, 'control_pce': 23.58, 'control_voc': 1.905, 'treated_pce': 24.2, 'treated_voc': 1.94, 'test_1': {'test_name': 'WVTR', 'temperature': 25, 'time': '24 hours', 'humidity': '50% RH', 'retained_percentage_cont': 70, 'retained_percentage_tret': 75}}"
957,2023,Study on the Thermal Stability of Molybdenum Oxide-Passivated Silicon Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'i-a-Si:H', 'control_pce': None, 'control_voc': None, 'treated_pce': 20.0, 'treated_voc': None, 'test_1': {'test_name': 'Thermal stability test', 'temperature': 200, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Thermal stability test', 'temperature': 250, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
